job_title,skills_languages,skills_frameworks,skills_databases,skills_platforms,wanted_languages,wanted_frameworks,wanted_databases,wanted_platforms,hiring_algorithms,hiring_tech_exp,hiring_communication,hiring_opensource,hiring_education,hiring_execution,problem_solving,building_things,learning_new_tech,invest_time_tools,collaborate_remote,country,years_coding_numeric,job_category
Machine learning specialist; Developer with a statistics or mathematics background; Data scientist,CoffeeScript; Haskell; JavaScript; Python; SQL,Node.js; Cordova,MongoDB; Redis; PostgreSQL,Windows Desktop; Linux Desktop; Amazon Web Services (AWS),Python,Hadoop,Redis; PostgreSQL,Linux Desktop,Very important,Not very important,Somewhat important,Somewhat important,Somewhat important,Important,Strongly agree,Somewhat agree,Somewhat agree,Disagree,Unknown,Germany,10.5,Data Scientist
Web developer; Mobile developer,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,15.5,Web Developer
Web developer,C#,,SQL Server,,C#; Elixir; F#; Go; Java; JavaScript; Rust; Scala; TypeScript,Node.js; React; Spark; .NET Core,Cassandra; Redis; SQL Server; PostgreSQL,Windows Desktop; Amazon Web Services (AWS),Somewhat important,Important,Important,Not at all important,Not very important,Important,Strongly agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Poland,3.5,Web Developer
Web developer; Desktop applications developer; Database administrator,C; C#; SQL,,SQL Server; SQLite,WordPress; Microsoft Azure,JavaScript; R,AngularJS; React; Xamarin; .NET Core,Redis; MySQL; PostgreSQL,Android; Windows Desktop; Linux Desktop; Serverless; Microsoft Azure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Strongly agree,Agree,Agree,Strongly agree,India,1.5,Web Developer
Web developer,JavaScript; Ruby; Smalltalk,,MySQL; SQLite,Linux Desktop; Mainframe; Amazon Web Services (AWS),CoffeeScript; Dart; Go,AngularJS; Node.js; React,PostgreSQL,Serverless,Not very important,Important,Important,Important,Somewhat important,Important,Unknown,Unknown,Unknown,Unknown,Unknown,Germany,4.5,Web Developer
Web developer; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist; Quality assurance engineer,C#; JavaScript; SQL; VB.NET; Visual Basic 6,AngularJS; Node.js,SQL Server,Windows Desktop; SharePoint,C#; CoffeeScript; Go; JavaScript; Python; TypeScript,AngularJS; Node.js; .NET Core,MongoDB; MySQL,Android; Windows Desktop; Raspberry Pi; Amazon Web Services (AWS); Microsoft Azure,Important,Important,Very important,Important,Not very important,Somewhat important,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,United States,1.5,Web Developer
Web developer,C#; JavaScript; TypeScript,AngularJS,SQL Server,,C#; JavaScript; TypeScript,AngularJS; Xamarin,SQL Server,Android,Very important,Important,Important,Somewhat important,Somewhat important,Somewhat important,Unknown,Unknown,Unknown,Unknown,Somewhat agree,Turkey,4.5,Web Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unknown,United States,4.5,Not specified
Mobile developer; Desktop applications developer,C; Go; Objective-C; Ruby; Swift,,PostgreSQL,iOS; Mac OS,C; Go; Haskell; Objective-C; Ruby; Rust; Swift,,,iOS; Mac OS,Somewhat important,Somewhat important,Very important,Not very important,Not very important,Somewhat important,Unknown,Unknown,Unknown,Unknown,Agree,United States,7.5,Desktop Developer
Developer with a statistics or mathematics background,Java; Scala,,PostgreSQL,Windows Desktop; Linux Desktop; Amazon Web Services (AWS); Microsoft Azure,Java,,,Windows Desktop; Linux Desktop,Somewhat important,Somewhat important,Not very important,Not very important,Not very important,Somewhat important,Agree,Agree,Agree,Disagree,Unknown,Russian Federation,20.0,Data Scientist
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Turkey,4.5,Not specified
Developer with a statistics or mathematics background; Desktop applications developer; Other,C++; C#,,SQL Server,Windows Desktop,C#,.NET Core,SQL Server,Windows Desktop; Serverless; Amazon Web Services (AWS); Microsoft Azure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Agree,Agree,Agree,Agree,Germany,17.5,Desktop Developer
Web developer,Python,,MySQL,,JavaScript,,PostgreSQL,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,1.5,Web Developer
Web developer; Desktop applications developer,Java; VB.NET; Visual Basic 6,,Oracle,Windows Desktop,C#; Java; JavaScript,AngularJS; Node.js; React; .NET Core,Cassandra; MongoDB; Redis,Android; Amazon Web Services (AWS),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Brazil,12.5,Web Developer
Web developer; Desktop applications developer; Database administrator,C; C#; Common Lisp; Clojure; Java; JavaScript; PHP; Python; SQL,React,SQLite,Windows Desktop; Mac OS; WordPress; Amazon Web Services (AWS),Clojure,,,Android; iOS,Important,Somewhat important,Important,Somewhat important,Somewhat important,Important,Unknown,Unknown,Unknown,Unknown,Somewhat agree,United Kingdom,4.5,Web Developer
Desktop applications developer,C#; Go; SQL,Firebase,SQL Server; SQLite,Windows Desktop; Amazon Web Services (AWS); Microsoft Azure,C#; Go; SQL,Firebase,SQL Server; SQLite,Windows Desktop; Raspberry Pi; Amazon Web Services (AWS); Microsoft Azure,Somewhat important,Important,Very important,Not very important,Not very important,Important,Somewhat agree,Somewhat agree,Agree,Agree,Unknown,United Kingdom,20.0,Desktop Developer
Desktop applications developer,C; Python,,,,C#; Common Lisp; R; Rust; SQL,.NET Core,SQL Server; MySQL; SQLite,Android; iOS,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,India,0.5,Desktop Developer
Mobile developer,C#,Xamarin,SQLite,Windows Phone; Microsoft Azure,JavaScript,AngularJS,,Android; Amazon Web Services (AWS),Unknown,Important,Important,Not at all important,Somewhat important,Important,Unknown,Unknown,Unknown,Unknown,Unknown,United Kingdom,4.5,Mobile Developer
Web developer,JavaScript; Python; Ruby; SQL,React,Redis; MySQL; PostgreSQL,,C; C++; Common Lisp; Python; SQL,Hadoop; Spark,PostgreSQL,Android; iOS; Amazon Web Services (AWS),Important,Somewhat important,Very important,Somewhat important,Not at all important,Very important,Strongly agree,Agree,Agree,Agree,Somewhat agree,United States,2.5,Web Developer
Web developer,CoffeeScript; JavaScript; Ruby,,Redis; MySQL,Mac OS,C++; Elixir,React,,,Somewhat important,Important,Important,Somewhat important,Somewhat important,Important,Agree,Agree,Agree,Agree,Unknown,United Kingdom,1.5,Web Developer
Web developer; Systems administrator; Quality assurance engineer,C; C++; JavaScript; Perl,Node.js,MySQL; Oracle,,C; C++; Common Lisp; Clojure; JavaScript; Perl,AngularJS; Node.js; React,MongoDB; Oracle; SQLite,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Mexico,5.5,Web Developer
Web developer,Java; SQL,,MySQL,Windows Desktop; Linux Desktop,Python; Scala,AngularJS; Hadoop; Spark,MongoDB,Android; Amazon Web Services (AWS),Somewhat important,Not very important,Important,Somewhat important,Very important,Somewhat important,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,India,3.5,Web Developer
Desktop applications developer,C++; C#,,,Windows Desktop,C++; F#; Python; Rust; TypeScript,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Agree,Somewhat agree,Disagree,Strongly agree,United Kingdom,1.5,Desktop Developer
Not specified,C#,Xamarin; .NET Core,MySQL,Windows Phone; Windows Desktop; Microsoft Azure,Assembly; C; C++; C#; Java,.NET Core,SQL Server; MySQL; SQLite,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Somewhat agree,Bulgaria,4.5,Not specified
Web developer,C#; JavaScript,Node.js,SQL Server,,C#; F#; JavaScript,Node.js; .NET Core,SQL Server,,Somewhat important,Not very important,Important,Somewhat important,Not very important,Important,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat agree,United States,10.5,Web Developer
Web developer; Embedded applications/devices developer; Desktop applications developer; Database administrator; Systems administrator; Quality assurance engineer,Java; JavaScript; SQL,Node.js,PostgreSQL,,JavaScript,Node.js; Cordova,PostgreSQL,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Spain,20.0,Web Developer
Not specified,VB.NET,.NET Core,MySQL,Windows Desktop,C#; Ruby,AngularJS; Node.js,Oracle,Windows Desktop; Linux Desktop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Agree,Agree,Agree,Unknown,United Kingdom,4.5,Not specified
Web developer; Mobile developer; Data scientist; Database administrator; Systems administrator,CoffeeScript; JavaScript; Objective-C; PHP; Python; Ruby; SQL; Swift,,Redis; MySQL,iOS; Mac OS; Arduino; Raspberry Pi; Amazon Web Services (AWS),C#; R; VB.NET,.NET Core,,Android; iOS; Mac OS; Arduino; Raspberry Pi; Amazon Web Services (AWS),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Strongly agree,Agree,Agree,Unknown,United States,4.5,Web Developer
Web developer; DevOps specialist,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,2.5,Web Developer
Web developer; Mobile developer,,,,,,,,,Important,Important,Very important,Somewhat important,Not very important,Important,Unknown,Unknown,Unknown,Unknown,Unknown,Argentina,9.5,Web Developer
Web developer; Mobile developer,C#; Java; JavaScript; Python; SQL; TypeScript,AngularJS; Node.js; React; Cordova; Xamarin; Firebase; .NET Core,MongoDB; Redis; SQL Server; MySQL; SQLite,Android; Salesforce; Amazon Web Services (AWS); Microsoft Azure,C#; Java; JavaScript; Python; SQL; TypeScript,AngularJS; Node.js; Cordova; Firebase; .NET Core,Cassandra; MongoDB; Redis; SQL Server; MySQL; SQLite,Android; Microsoft Azure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Uruguay,2.5,Web Developer
Web developer; Desktop applications developer,C#; JavaScript; PHP; SQL,.NET Core,SQL Server; MySQL; Oracle,,JavaScript; PHP; SQL,,MySQL; PostgreSQL; Oracle,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Agree,Agree,Disagree,Italy,20.0,Web Developer
Other,C#; SQL,.NET Core,SQL Server,,JavaScript; Scala,AngularJS; Hadoop; Node.js; Spark,MongoDB; Redis,Microsoft Azure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Somewhat agree,United States,4.5,Other
Not specified,Java; JavaScript; Lua; PHP; R; SQL,React; Spark,PostgreSQL,Windows Desktop; Arduino; Mainframe,Groovy; Java; JavaScript; Lua; SQL; TypeScript,React; Spark,PostgreSQL,Windows Desktop; Arduino; Mainframe,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Strongly agree,Agree,Agree,Strongly disagree,Denmark,4.5,Not specified
Developer with a statistics or mathematics background; Desktop applications developer; DevOps specialist; Quality assurance engineer,C++; C#; Java,React; .NET Core,,Windows Desktop,Clojure; Groovy; Matlab; Python; SQL,AngularJS; Node.js,,Android; Raspberry Pi; Amazon Web Services (AWS),Very important,Important,Very important,Not at all important,Not very important,Somewhat important,Unknown,Unknown,Unknown,Unknown,Strongly agree,United States,9.5,Desktop Developer
Web developer,C#; Java; JavaScript; Python; SQL,Node.js; .NET Core,Redis; PostgreSQL,,Erlang; Python,,,,Important,Somewhat important,Important,Not very important,Somewhat important,Important,Agree,Strongly agree,Somewhat agree,Somewhat agree,Unknown,Estonia,5.5,Web Developer
Web developer; Embedded applications/devices developer; Desktop applications developer; DevOps specialist,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,17.5,Web Developer
Web developer; Graphic designer,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Unknown,Iran,2.5,Web Developer
Machine learning specialist; Data scientist; Other,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Turkey,11.5,Data Scientist
Web developer; Mobile developer,C#; JavaScript; Matlab; PHP; SQL,Firebase,SQL Server; MySQL; SQLite,Windows Phone; Amazon Web Services (AWS),R; TypeScript,Xamarin; .NET Core,MongoDB,,Very important,Important,Somewhat important,Important,Not very important,Important,Agree,Agree,Agree,Strongly agree,Agree,Bangladesh,2.5,Web Developer
Web developer; Developer with a statistics or mathematics background; Data scientist,C++,,,,C++,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Agree,Agree,Somewhat agree,Agree,United States,8.5,Web Developer
Web developer,CoffeeScript; JavaScript; PHP; Python; SQL,Node.js; React,MySQL,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Somewhat agree,Agree,Somewhat agree,Agree,Disagree,Finland,7.5,Web Developer
Web developer,C++; Java; JavaScript; Matlab; Objective-C; Python; SQL,AngularJS; Hadoop; Cordova; Firebase,Cassandra; Redis; MySQL,Amazon Web Services (AWS),Dart; Go; Groovy; Java; Python; R; SQL,AngularJS; Hadoop; React; Spark,Cassandra; Redis; MySQL,Android; iOS; Amazon Web Services (AWS),Very important,Important,Very important,Somewhat important,Somewhat important,Very important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,India,0.5,Web Developer
Web developer; DevOps specialist,C#; JavaScript; PHP; SQL,,SQL Server; MySQL,,C#; JavaScript; SQL; TypeScript,AngularJS; Node.js; Xamarin; .NET Core,SQL Server,,Somewhat important,Important,Important,Somewhat important,Somewhat important,Very important,Unknown,Unknown,Unknown,Unknown,Somewhat agree,United States,14.5,Web Developer
Web developer,Ruby,,Redis; MySQL,,Assembly; C; Ruby,,Redis; MySQL; PostgreSQL,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Agree,Strongly agree,Disagree,Unknown,United Kingdom,2.5,Web Developer
Web developer; Desktop applications developer,C#; JavaScript; SQL; TypeScript,AngularJS; .NET Core,SQL Server,Serverless; Salesforce,C#; JavaScript; SQL; TypeScript,AngularJS; Hadoop; Node.js; React; .NET Core,MongoDB; SQL Server,Raspberry Pi; Salesforce; Microsoft Azure,Not very important,Important,Very important,Somewhat important,Somewhat important,Important,Agree,Agree,Strongly agree,Agree,Somewhat agree,United States,20.0,Web Developer
Web developer; Database administrator,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,India,4.5,Web Developer
Web developer; Data scientist; Database administrator; DevOps specialist,,,,,,,,,Somewhat important,Important,Very important,Not very important,Not very important,Very important,Strongly agree,Strongly agree,Strongly agree,Agree,Unknown,Sweden,2.5,Web Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sweden,1.5,Not specified
Web developer; Mobile developer,,,,,,,,,Important,Somewhat important,Important,Somewhat important,Somewhat important,Important,Unknown,Unknown,Unknown,Unknown,Unknown,Brazil,4.5,Web Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Disagree,United Kingdom,4.5,Not specified
Web developer; Embedded applications/devices developer; Machine learning specialist; Developer with a statistics or mathematics background; Desktop applications developer,C; C#; JavaScript,.NET Core,MySQL,Windows Desktop,Assembly; C++; Java; Objective-C; SQL,AngularJS; Node.js,MongoDB; SQL Server; Oracle,Android; Linux Desktop; Arduino; Raspberry Pi; Mainframe,Important,Somewhat important,Important,Important,Not very important,Somewhat important,Unknown,Unknown,Unknown,Unknown,Somewhat agree,Lithuania,9.5,Web Developer
Web developer; Graphics programming; Developer with a statistics or mathematics background; Data scientist; Graphic designer; Desktop applications developer; Database administrator,C++; C#; F#; Haskell; Python; SQL,Hadoop; .NET Core,SQL Server,Windows Desktop; Arduino; Raspberry Pi,C; C++; C#; F#; Python; TypeScript,Xamarin; .NET Core,,Windows Desktop; Linux Desktop; Raspberry Pi,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,United Kingdom,1.5,Web Developer
Web developer,,,,,,,,,Important,Important,Important,Important,Important,Somewhat important,Unknown,Unknown,Unknown,Unknown,Strongly agree,Ukraine,4.5,Web Developer
Web developer,,,,,,,,,Somewhat important,Important,Important,Somewhat important,Somewhat important,Very important,Unknown,Unknown,Unknown,Unknown,Unknown,Croatia,4.5,Web Developer
Machine learning specialist; Data scientist,C#; Java; JavaScript; Python; Scala; SQL; VBA,AngularJS; Hadoop; Node.js; Spark; .NET Core,Redis; SQL Server,Amazon Web Services (AWS); Microsoft Azure,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Denmark,2.5,Data Scientist
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Chile,4.5,Not specified
Other,SQL,Node.js; React,SQL Server,,C#; JavaScript,,Cassandra,,Important,Important,Important,Not very important,Not very important,Very important,Unknown,Unknown,Unknown,Unknown,Disagree,Lithuania,2.5,Other
Web developer; Mobile developer; Desktop applications developer; DevOps specialist,C; C++; C#; F#; Haskell; Java; Swift,Xamarin,SQL Server; SQLite,iOS; Serverless; Amazon Web Services (AWS); Microsoft Azure,C; C++; C#; Clojure; F#; Haskell; Java,.NET Core,,Serverless; Amazon Web Services (AWS); Microsoft Azure,Important,Somewhat important,Very important,Important,Not very important,Important,Unknown,Unknown,Unknown,Unknown,Unknown,United Kingdom,20.0,Web Developer
